Entity,Code,Year,Palm fruit oil - Yield (tonnes per hectare)
Nigeria,NGA,2006,2.6992002
Nigeria,NGA,2007,2.6984
Nigeria,NGA,2008,2.6563
Nigeria,NGA,2009,2.6563
Nigeria,NGA,2010,2.5
Nigeria,NGA,2011,2.5
Nigeria,NGA,2012,2.4923003
Nigeria,NGA,2013,2.6667001
Nigeria,NGA,2014,2.6330001
Nigeria,NGA,2015,2.5698001
Nigeria,NGA,2016,2.5662
Nigeria,NGA,2017,2.5668
Nigeria,NGA,2018,2.5701003
Nigeria,NGA,2019,2.5698001
Nigeria,NGA,2020,2.5675
Nigeria,NGA,2021,2.5683002
Nigeria,NGA,2022,2.5689
Nigeria,NGA,2023,2.5673
Nigeria,NGA,2024,2.5657
North America,OWID_NAM,1961,12.685421
North America,OWID_NAM,1962,12.849188
North America,OWID_NAM,1963,11.954993
North America,OWID_NAM,1964,12.273507
North America,OWID_NAM,1965,12.519402
North America,OWID_NAM,1966,12.529944
North America,OWID_NAM,1967,12.569613
North America,OWID_NAM,1968,12.304628
North America,OWID_NAM,1969,11.21181
North America,OWID_NAM,1970,11.362639
North America,OWID_NAM,1971,12.847114
North America,OWID_NAM,1972,9.99423
North America,OWID_NAM,1973,10.637919
North America,OWID_NAM,1974,10.633663
North America,OWID_NAM,1975,11.170552
North America,OWID_NAM,1976,10.976599
North America,OWID_NAM,1977,10.88351
North America,OWID_NAM,1978,9.810817
North America,OWID_NAM,1979,8.709051
North America,OWID_NAM,1980,9.011144
North America,OWID_NAM,1981,9.235624
North America,OWID_NAM,1982,11.2270975
North America,OWID_NAM,1983,11.212638
North America,OWID_NAM,1984,13.40016
North America,OWID_NAM,1985,13.151218
North America,OWID_NAM,1986,14.133725
North America,OWID_NAM,1987,14.245267
North America,OWID_NAM,1988,14.680097
North America,OWID_NAM,1989,13.337452
North America,OWID_NAM,1990,13.791351
North America,OWID_NAM,1991,13.219407
North America,OWID_NAM,1992,13.893224
North America,OWID_NAM,1993,14.8890295
North America,OWID_NAM,1994,15.23193
North America,OWID_NAM,1995,15.513241
North America,OWID_NAM,1996,15.867064
North America,OWID_NAM,1997,16.62518
North America,OWID_NAM,1998,16.809124
North America,OWID_NAM,1999,15.4828415
North America,OWID_NAM,2000,15.955879
North America,OWID_NAM,2001,15.132176
North America,OWID_NAM,2002,14.423132
North America,OWID_NAM,2003,14.936012
North America,OWID_NAM,2004,14.322748
North America,OWID_NAM,2005,14.640772
North America,OWID_NAM,2006,16.987114
North America,OWID_NAM,2007,16.24427
North America,OWID_NAM,2008,15.407392
North America,OWID_NAM,2009,15.626008
North America,OWID_NAM,2010,16.116385
North America,OWID_NAM,2011,16.919645
North America,OWID_NAM,2012,16.22186
North America,OWID_NAM,2013,14.850724
North America,OWID_NAM,2014,13.027473
North America,OWID_NAM,2015,13.294613
North America,OWID_NAM,2016,13.866307
North America,OWID_NAM,2017,14.326315
North America,OWID_NAM,2018,13.950609
North America,OWID_NAM,2019,13.655209
North America,OWID_NAM,2020,14.373544
North America,OWID_NAM,2021,14.113023
North America,OWID_NAM,2022,15.900836
North America,OWID_NAM,2023,13.823739
North America,OWID_NAM,2024,14.545672
Oceania,OWID_OCE,1961,18.181818
Oceania,OWID_OCE,1962,18.181818
Oceania,OWID_OCE,1963,18.181818
Oceania,OWID_OCE,1964,18.181818
Oceania,OWID_OCE,1965,18.181818
Oceania,OWID_OCE,1966,18.181818
Oceania,OWID_OCE,1967,18.181818
Oceania,OWID_OCE,1968,18.181818
Oceania,OWID_OCE,1969,18.181818
Oceania,OWID_OCE,1970,18.181818
Oceania,OWID_OCE,1971,17.045454
Oceania,OWID_OCE,1972,16.768293
Oceania,OWID_OCE,1973,16.719746
Oceania,OWID_OCE,1974,16.819572
Oceania,OWID_OCE,1975,15.555555
Oceania,OWID_OCE,1976,16.277212
Oceania,OWID_OCE,1977,15.219408
Oceania,OWID_OCE,1978,15.816872
Oceania,OWID_OCE,1979,16.163237
Oceania,OWID_OCE,1980,16.726055
Oceania,OWID_OCE,1981,15.603717
Oceania,OWID_OCE,1982,15.7759075
Oceania,OWID_OCE,1983,16.637358
Oceania,OWID_OCE,1984,13.691187
Oceania,OWID_OCE,1985,15.438765
Oceania,OWID_OCE,1986,13.961686
Oceania,OWID_OCE,1987,13.026365
Oceania,OWID_OCE,1988,14.658017
Oceania,OWID_OCE,1989,14.935233
Oceania,OWID_OCE,1990,14.850037
Oceania,OWID_OCE,1991,16.75221
Oceania,OWID_OCE,1992,17.708689
Oceania,OWID_OCE,1993,17.857666
Oceania,OWID_OCE,1994,16.630611
Oceania,OWID_OCE,1995,15.908457
Oceania,OWID_OCE,1996,16.285715
Oceania,OWID_OCE,1997,14.929578
Oceania,OWID_OCE,1998,16.5
Oceania,OWID_OCE,1999,16.31579
Oceania,OWID_OCE,2000,17.222221
Oceania,OWID_OCE,2001,16.285715
Oceania,OWID_OCE,2002,15.090909
Oceania,OWID_OCE,2003,14.673913
Oceania,OWID_OCE,2004,14.893617
Oceania,OWID_OCE,2005,14.948454
Oceania,OWID_OCE,2006,14.90196
Oceania,OWID_OCE,2007,14.81132
Oceania,OWID_OCE,2008,14.666407
Oceania,OWID_OCE,2009,14.594046
Oceania,OWID_OCE,2010,13.790541
Oceania,OWID_OCE,2011,13.955414
Oceania,OWID_OCE,2012,14.204969
Oceania,OWID_OCE,2013,14.096386
Oceania,OWID_OCE,2014,13.880043
Oceania,OWID_OCE,2015,13.788579
Oceania,OWID_OCE,2016,13.318775
Oceania,OWID_OCE,2017,13.169265
Oceania,OWID_OCE,2018,12.963675
Oceania,OWID_OCE,2019,12.445065
Oceania,OWID_OCE,2020,12.422874
Oceania,OWID_OCE,2021,12.50244
Oceania,OWID_OCE,2022,12.402923
Oceania,OWID_OCE,2023,12.184187
Oceania,OWID_OCE,2024,12.035972
Oceania (FAO),,1961,18.1818
Oceania (FAO),,1962,18.1818
Oceania (FAO),,1963,18.1818
Oceania (FAO),,1964,18.1818
Oceania (FAO),,1965,18.1818
Oceania (FAO),,1966,18.1818
Oceania (FAO),,1967,18.1818
Oceania (FAO),,1968,18.1818
Oceania (FAO),,1969,18.1818
Oceania (FAO),,1970,18.1818
Oceania (FAO),,1971,17.045502
Oceania (FAO),,1972,16.768301
Oceania (FAO),,1973,16.7197
Oceania (FAO),,1974,16.819601
Oceania (FAO),,1975,15.5556
Oceania (FAO),,1976,16.2772
Oceania (FAO),,1977,15.219401
Oceania (FAO),,1978,15.816901
Oceania (FAO),,1979,16.1632
Oceania (FAO),,1980,16.7261
Oceania (FAO),,1981,15.603701
Oceania (FAO),,1982,15.775901
Oceania (FAO),,1983,16.637402
Oceania (FAO),,1984,13.691201
Oceania (FAO),,1985,15.438801
Oceania (FAO),,1986,13.9617
Oceania (FAO),,1987,13.026401
Oceania (FAO),,1988,14.658001
Oceania (FAO),,1989,14.935201
Oceania (FAO),,1990,14.85
Oceania (FAO),,1991,16.7522
Oceania (FAO),,1992,17.7087
Oceania (FAO),,1993,17.8577
Oceania (FAO),,1994,16.6306
Oceania (FAO),,1995,15.908501
Oceania (FAO),,1996,16.285702
Oceania (FAO),,1997,14.929601
Oceania (FAO),,1998,16.5
Oceania (FAO),,1999,16.3158
Oceania (FAO),,2000,17.2222
Oceania (FAO),,2001,16.285702
Oceania (FAO),,2002,15.090901
Oceania (FAO),,2003,14.673902
Oceania (FAO),,2004,14.8936
Oceania (FAO),,2005,14.948501
Oceania (FAO),,2006,14.902
Oceania (FAO),,2007,14.8113
Oceania (FAO),,2008,14.666401
Oceania (FAO),,2009,14.594001
Oceania (FAO),,2010,13.790501
Oceania (FAO),,2011,13.955401
Oceania (FAO),,2012,14.205001
Oceania (FAO),,2013,14.096401
Oceania (FAO),,2014,13.880001
Oceania (FAO),,2015,13.7886
Oceania (FAO),,2016,13.318701
Oceania (FAO),,2017,13.1693
Oceania (FAO),,2018,12.9636
Oceania (FAO),,2019,12.4451
Oceania (FAO),,2020,12.422901
Oceania (FAO),,2021,12.502401
Oceania (FAO),,2022,12.402901
Oceania (FAO),,2023,12.184201
Oceania (FAO),,2024,12.036
Panama,PAN,1997,10.2041
Panama,PAN,1998,10.2041
Panama,PAN,1999,10.3636
Panama,PAN,2000,10.3571005
Panama,PAN,2001,10.1724
Panama,PAN,2002,10.087701
Panama,PAN,2003,10.1724
Panama,PAN,2004,10.156301
Panama,PAN,2005,10.0746
Panama,PAN,2006,10.1471
Panama,PAN,2007,10.132501
Panama,PAN,2008,11.9048
Panama,PAN,2009,10.1503
Panama,PAN,2010,10.0992
Panama,PAN,2011,10.116501
Panama,PAN,2012,10.0755005
Panama,PAN,2013,9.888901
Panama,PAN,2014,10.136901
Panama,PAN,2015,10.170501
Panama,PAN,2016,10.148401
Panama,PAN,2017,10.1632
Panama,PAN,2018,10.160501
Panama,PAN,2019,10.156701
Panama,PAN,2020,10.141201
Panama,PAN,2021,10.145401
Panama,PAN,2022,10.1372
Panama,PAN,2023,10.129401
Panama,PAN,2024,10.1216
Papua New Guinea,PNG,1971,16.6667
Papua New Guinea,PNG,1972,16.6667
Papua New Guinea,PNG,1973,16.6667
Papua New Guinea,PNG,1974,16.6667
Papua New Guinea,PNG,1975,15.384601
Papua New Guinea,PNG,1976,15.789501
Papua New Guinea,PNG,1977,15.789501
Papua New Guinea,PNG,1978,15.789501
Papua New Guinea,PNG,1979,15.909101
Papua New Guinea,PNG,1980,15.909101
Papua New Guinea,PNG,1981,13.6083
Papua New Guinea,PNG,1982,14.301901
Papua New Guinea,PNG,1983,15.4188
Papua New Guinea,PNG,1984,12.667901
Papua New Guinea,PNG,1985,14.564901
Papua New Guinea,PNG,1986,13.6196
Papua New Guinea,PNG,1987,13.1646
Papua New Guinea,PNG,1988,14.451
Papua New Guinea,PNG,1989,14.017901
Papua New Guinea,PNG,1990,14.4975
Papua New Guinea,PNG,1991,17.1359
Papua New Guinea,PNG,1992,17.8421
Papua New Guinea,PNG,1993,17.9097
Papua New Guinea,PNG,1994,16.75
Papua New Guinea,PNG,1995,15.864401
Papua New Guinea,PNG,1996,16.2903
Papua New Guinea,PNG,1997,14.650801
Papua New Guinea,PNG,1998,16.406301
Papua New Guinea,PNG,1999,16.279402
Papua New Guinea,PNG,2000,17.2917
Papua New Guinea,PNG,2001,16.240002
Papua New Guinea,PNG,2002,14.911401
Papua New Guinea,PNG,2003,14.457801
Papua New Guinea,PNG,2004,14.705901
Papua New Guinea,PNG,2005,14.772701
Papua New Guinea,PNG,2006,14.673902
Papua New Guinea,PNG,2007,14.583301
Papua New Guinea,PNG,2008,14.5299015
Papua New Guinea,PNG,2009,14.537801
Papua New Guinea,PNG,2010,13.703701
Papua New Guinea,PNG,2011,13.986001
Papua New Guinea,PNG,2012,14.0411005
Papua New Guinea,PNG,2013,14.000001
Papua New Guinea,PNG,2014,13.7711
Papua New Guinea,PNG,2015,13.694701
Papua New Guinea,PNG,2016,13.4379015
Papua New Guinea,PNG,2017,13.237401
Papua New Guinea,PNG,2018,13.0733
Papua New Guinea,PNG,2019,12.920901
Papua New Guinea,PNG,2020,12.775401
Papua New Guinea,PNG,2021,12.751201
Papua New Guinea,PNG,2022,12.6715
Papua New Guinea,PNG,2023,12.566001
Papua New Guinea,PNG,2024,12.460501
Paraguay,PRY,1961,8.481
Paraguay,PRY,1962,8.5185
Paraguay,PRY,1963,8.5185
Paraguay,PRY,1964,8.504701
Paraguay,PRY,1965,8.6923
Paraguay,PRY,1966,8.424201
Paraguay,PRY,1967,8.5185
Paraguay,PRY,1968,8.4375
Paraguay,PRY,1969,8.5235
Paraguay,PRY,1970,8.5246
Paraguay,PRY,1971,8.5
Paraguay,PRY,1972,8.4848
Paraguay,PRY,1973,8.5185
Paraguay,PRY,1974,8.5128
Paraguay,PRY,1975,8.4783
Paraguay,PRY,1976,8.551701
Paraguay,PRY,1977,8.487801
Paraguay,PRY,1978,8.4746
Paraguay,PRY,1979,8.4783
Paraguay,PRY,1980,8.486501
Paraguay,PRY,1981,8.4615
Paraguay,PRY,1982,8.4615
Paraguay,PRY,1983,8.333301
Paraguay,PRY,1984,8.571401
Paraguay,PRY,1985,8.5
Paraguay,PRY,1986,9.5
Paraguay,PRY,1987,9.659101
Paraguay,PRY,1988,9.659101
Paraguay,PRY,1989,9.659101
Paraguay,PRY,1990,9.659101
Paraguay,PRY,1991,9.659101
Paraguay,PRY,1992,9.659101
Paraguay,PRY,1993,9.7222
Paraguay,PRY,1994,9.7222
Paraguay,PRY,1995,9.565201
Paraguay,PRY,1996,9.565201
Paraguay,PRY,1997,9.565201
Paraguay,PRY,1998,9.565201
Paraguay,PRY,1999,9.615401
Paraguay,PRY,2000,9.615401
Paraguay,PRY,2001,9.615401
Paraguay,PRY,2002,9.6538
Paraguay,PRY,2003,9.5113
Paraguay,PRY,2004,9.592401
Paraguay,PRY,2005,9.587201
Paraguay,PRY,2006,9.587201
Paraguay,PRY,2007,9.5
Paraguay,PRY,2008,9.5
Paraguay,PRY,2009,9.5
Paraguay,PRY,2010,9.5
Paraguay,PRY,2011,9.5
Paraguay,PRY,2012,9.5
Paraguay,PRY,2013,9.5
Paraguay,PRY,2014,9.482401
Paraguay,PRY,2015,9.4744005
Paraguay,PRY,2016,9.461201
Paraguay,PRY,2017,9.4495
Paraguay,PRY,2018,9.438701
Paraguay,PRY,2019,9.428401
Paraguay,PRY,2020,9.439
Paraguay,PRY,2021,9.435401
Paraguay,PRY,2022,9.4343
Paraguay,PRY,2023,9.436201
Paraguay,PRY,2024,9.4353
Peru,PER,1970,8.967701
Peru,PER,1971,3.4336002
Peru,PER,1972,3.0000002
Peru,PER,1973,3.0000002
Peru,PER,1974,3.0000002
Peru,PER,1975,3.0000002
Peru,PER,1976,3.2502
Peru,PER,1977,10.496201
Peru,PER,1978,12.8311
Peru,PER,1979,9.927
Peru,PER,1980,20
Peru,PER,1981,20
Peru,PER,1982,20
Peru,PER,1983,20
Peru,PER,1984,20
Peru,PER,1985,13.4416
Peru,PER,1986,5.4548
Peru,PER,1987,13.419901
Peru,PER,1988,16.954
Peru,PER,1989,21.793802
Peru,PER,1990,27.9036
Peru,PER,1991,24.5716
Peru,PER,1992,22.326601
Peru,PER,1993,26.7
Peru,PER,1994,25.142601
Peru,PER,1995,25.8481
Peru,PER,1996,22.886902
Peru,PER,1997,18.998302
Peru,PER,1998,17.084301
Peru,PER,1999,25.990301
Peru,PER,2000,14.0228
Peru,PER,2001,15.6983
Peru,PER,2002,15.578901
Peru,PER,2003,20.3572
Peru,PER,2004,21.946701
Peru,PER,2005,19.2975
Peru,PER,2006,21.673801
Peru,PER,2007,18.9335
Peru,PER,2008,18.946402
Peru,PER,2009,14.727901
Peru,PER,2010,15.313701
Peru,PER,2011,10.7965
Peru,PER,2012,13.6933
Peru,PER,2013,11.9311
Peru,PER,2014,16.4409
Peru,PER,2015,15.862301
Peru,PER,2016,14.422001
Peru,PER,2017,14.4531
Peru,PER,2018,13.906501
Peru,PER,2019,12.4728
Peru,PER,2020,13.635701
Peru,PER,2021,12.355801
Peru,PER,2022,16.1728
Peru,PER,2023,14.4533
Peru,PER,2024,14.6906
Philippines,PHL,1961,6.6667004
Philippines,PHL,1962,6.6667004
Philippines,PHL,1963,6.6667004
Philippines,PHL,1964,6.6667004
Philippines,PHL,1965,6.6667004
Philippines,PHL,1966,6.6667004
Philippines,PHL,1967,6.6667004
Philippines,PHL,1968,6.6667004
Philippines,PHL,1969,6.6667004
Philippines,PHL,1970,7.0000005
Philippines,PHL,1971,6.8571005
Philippines,PHL,1972,7.037
Philippines,PHL,1973,6.9231005
Philippines,PHL,1974,6.9231005
Philippines,PHL,1975,7.037
Philippines,PHL,1976,7.0000005
Philippines,PHL,1977,7.0000005
Philippines,PHL,1978,6.9091005
Philippines,PHL,1979,7.0000005
Philippines,PHL,1980,7.0565004
Philippines,PHL,1981,6.8615003
Philippines,PHL,1982,7.0000005
Philippines,PHL,1983,7.0093
Philippines,PHL,1984,7.0588
Philippines,PHL,1985,7.0586004
Philippines,PHL,1986,8
Philippines,PHL,1987,9.266701
Philippines,PHL,1988,11.7692
Philippines,PHL,1989,12.500001
Philippines,PHL,1990,12.384601
Philippines,PHL,1991,13.2143
Philippines,PHL,1992,13.785701
Philippines,PHL,1993,13.000001
Philippines,PHL,1994,13.8571005
Philippines,PHL,1995,13.500001
Philippines,PHL,1996,13.285701
Philippines,PHL,1997,13.285701
Philippines,PHL,1998,13.285701
Philippines,PHL,1999,13.266701
Philippines,PHL,2000,15.312501
Philippines,PHL,2001,18
Philippines,PHL,2002,16.9097
Philippines,PHL,2003,17.0677
Philippines,PHL,2004,16.022402
Philippines,PHL,2005,13.926201
Philippines,PHL,2006,11.876201
Philippines,PHL,2007,11.2486
Philippines,PHL,2008,12.0727005
Philippines,PHL,2009,12.4533
Philippines,PHL,2010,12.5535
Philippines,PHL,2011,10.9656
Philippines,PHL,2012,10.0216
Philippines,PHL,2013,8.7904005
Philippines,PHL,2014,7.9415
Philippines,PHL,2015,7.2380004
Philippines,PHL,2016,7.3171005
Philippines,PHL,2017,7.9041004
Philippines,PHL,2018,7.9856005
Philippines,PHL,2019,7.9464
Philippines,PHL,2020,7.7122006
Philippines,PHL,2021,8.1524
Philippines,PHL,2022,8.4158
Philippines,PHL,2023,8.5081
Philippines,PHL,2024,7.6381006
Sao Tome and Principe,STP,1961,9.7701
Sao Tome and Principe,STP,1962,9.797701
Sao Tome and Principe,STP,1963,9.6
Sao Tome and Principe,STP,1964,9.333301
Sao Tome and Principe,STP,1965,9.466701
Sao Tome and Principe,STP,1966,9.466701
Sao Tome and Principe,STP,1967,9.925401
Sao Tome and Principe,STP,1968,9.909101
Sao Tome and Principe,STP,1969,9.381801
Sao Tome and Principe,STP,1970,9
Sao Tome and Principe,STP,1971,9.1111
Sao Tome and Principe,STP,1972,8.625
Sao Tome and Principe,STP,1973,9.4681
Sao Tome and Principe,STP,1974,8.888901
Sao Tome and Principe,STP,1975,8
Sao Tome and Principe,STP,1976,8.958301
Sao Tome and Principe,STP,1977,8.5
Sao Tome and Principe,STP,1978,8.5
Sao Tome and Principe,STP,1979,8
Sao Tome and Principe,STP,1980,8
Sao Tome and Principe,STP,1981,8.333301
Sao Tome and Principe,STP,1982,8
Sao Tome and Principe,STP,1983,8.823501
Sao Tome and Principe,STP,1984,8.823501
Sao Tome and Principe,STP,1985,8.823501
Sao Tome and Principe,STP,1986,8.333301
Sao Tome and Principe,STP,1987,9.375
Sao Tome and Principe,STP,1988,9.5238
Sao Tome and Principe,STP,1989,9.6053
Sao Tome and Principe,STP,1990,9.7222
Sao Tome and Principe,STP,1991,9.8083
Sao Tome and Principe,STP,1992,9.8276005
Sao Tome and Principe,STP,1993,9.4828005
Sao Tome and Principe,STP,1994,9.1111
Sao Tome and Principe,STP,1995,9
Sao Tome and Principe,STP,1996,9.1667
Sao Tome and Principe,STP,1997,9.333301
Sao Tome and Principe,STP,1998,8.9091
Sao Tome and Principe,STP,1999,9.1667
Sao Tome and Principe,STP,2000,9.727301
Sao Tome and Principe,STP,2001,9.615401
Sao Tome and Principe,STP,2002,9.807701
Sao Tome and Principe,STP,2003,9.629601
Sao Tome and Principe,STP,2004,9.6429
Sao Tome and Principe,STP,2005,9.6429
Sao Tome and Principe,STP,2006,9.375
Sao Tome and Principe,STP,2007,9.375
Sao Tome and Principe,STP,2008,9.0909
Sao Tome and Principe,STP,2009,9.6970005
Sao Tome and Principe,STP,2010,9.6407
Sao Tome and Principe,STP,2011,9.6407
Sao Tome and Principe,STP,2012,9.6407
Sao Tome and Principe,STP,2013,9.529401
Sao Tome and Principe,STP,2014,10.122601
Sao Tome and Principe,STP,2015,10.2686
Sao Tome and Principe,STP,2016,10.4235
Sao Tome and Principe,STP,2017,10.785401
Sao Tome and Principe,STP,2018,11.0045
Sao Tome and Principe,STP,2019,11.3247
Sao Tome and Principe,STP,2020,12.0641
Sao Tome and Principe,STP,2021,12.8585005
Sao Tome and Principe,STP,2022,14.285701
Sao Tome and Principe,STP,2023,14.570401
Sao Tome and Principe,STP,2024,12.8627
Senegal,SEN,1961,10
Senegal,SEN,1962,10
Senegal,SEN,1963,10
Senegal,SEN,1964,10
Senegal,SEN,1965,10
Senegal,SEN,1966,10
Senegal,SEN,1967,10
Senegal,SEN,1968,10
Senegal,SEN,1969,10
Senegal,SEN,1970,10
Senegal,SEN,1971,10
Senegal,SEN,1972,10
Senegal,SEN,1973,10
Senegal,SEN,1974,10
Senegal,SEN,1975,10
Senegal,SEN,1976,10
Senegal,SEN,1977,10
Senegal,SEN,1978,10
Senegal,SEN,1979,10
Senegal,SEN,1980,10
Senegal,SEN,1981,10
Senegal,SEN,1982,10
Senegal,SEN,1983,10
Senegal,SEN,1984,10
Senegal,SEN,1985,10
Senegal,SEN,1986,10
Senegal,SEN,1987,10
Senegal,SEN,1988,10
Senegal,SEN,1989,10
Senegal,SEN,1990,10
Senegal,SEN,1991,10
Senegal,SEN,1992,10
Senegal,SEN,1993,10
Senegal,SEN,1994,10
Senegal,SEN,1995,10
Senegal,SEN,1996,10
Senegal,SEN,1997,10
Senegal,SEN,1998,10
Senegal,SEN,1999,10
Senegal,SEN,2000,10
Senegal,SEN,2001,10
Senegal,SEN,2002,10
Senegal,SEN,2003,10
Senegal,SEN,2004,10
Senegal,SEN,2005,10
Senegal,SEN,2006,10
Senegal,SEN,2007,10
Senegal,SEN,2008,10.705901
Senegal,SEN,2009,10.333301
Senegal,SEN,2010,11.4286
Senegal,SEN,2011,11.4286
Senegal,SEN,2012,11.090901
Senegal,SEN,2013,10.7143
Senegal,SEN,2014,10.9036
Senegal,SEN,2015,11.159201
Senegal,SEN,2016,10.928401
Senegal,SEN,2017,11.0081005
Senegal,SEN,2018,11.029901
Senegal,SEN,2019,10.5253
Senegal,SEN,2020,10.6766
Senegal,SEN,2021,10.7416
Senegal,SEN,2022,11.146501
Senegal,SEN,2023,10.8551
Senegal,SEN,2024,10.9147005
Sierra Leone,SLE,1961,8.064501
Sierra Leone,SLE,1962,8.064501
Sierra Leone,SLE,1963,8.064501
Sierra Leone,SLE,1964,8.064501
Sierra Leone,SLE,1965,8.064501
Sierra Leone,SLE,1966,8.064501
Sierra Leone,SLE,1967,8.064501
Sierra Leone,SLE,1968,8.064501
Sierra Leone,SLE,1969,8.064501
Sierra Leone,SLE,1970,8.064501
Sierra Leone,SLE,1971,8.064501
Sierra Leone,SLE,1972,8.064501
Sierra Leone,SLE,1973,8.064501
Sierra Leone,SLE,1974,8.064501
Sierra Leone,SLE,1975,8.064501
Sierra Leone,SLE,1976,8.064501
Sierra Leone,SLE,1977,8.064501
Sierra Leone,SLE,1978,8.064501
Sierra Leone,SLE,1979,8.064501
Sierra Leone,SLE,1980,8.064501
Sierra Leone,SLE,1981,8.064501
Sierra Leone,SLE,1982,8.064501
Sierra Leone,SLE,1983,8.064501
Sierra Leone,SLE,1984,8.064501
Sierra Leone,SLE,1985,8.064501
Sierra Leone,SLE,1986,8.064501
Sierra Leone,SLE,1987,8.064501
Sierra Leone,SLE,1988,8.064501
Sierra Leone,SLE,1989,8.064501
Sierra Leone,SLE,1990,8.064501
Sierra Leone,SLE,1991,8.064501
Sierra Leone,SLE,1992,8.0479
Sierra Leone,SLE,1993,8.061701
Sierra Leone,SLE,1994,8.0633
Sierra Leone,SLE,1995,8.064501
Sierra Leone,SLE,1996,8.0678005
Sierra Leone,SLE,1997,8.0328
Sierra Leone,SLE,1998,8.064501
Sierra Leone,SLE,1999,8.0275
Sierra Leone,SLE,2000,8.0275
Sierra Leone,SLE,2001,8.1818
Sierra Leone,SLE,2002,8.1818
Sierra Leone,SLE,2003,8.125
Sierra Leone,SLE,2004,8.0769005
Sierra Leone,SLE,2005,8.0769005
Sierra Leone,SLE,2006,8.125
Sierra Leone,SLE,2007,8.1667
Sierra Leone,SLE,2008,8.04
Sierra Leone,SLE,2009,8.038501
Sierra Leone,SLE,2010,8
Sierra Leone,SLE,2011,8
Sierra Leone,SLE,2012,7.7778
Sierra Leone,SLE,2013,7.6364
Sierra Leone,SLE,2014,7.6109004
Sierra Leone,SLE,2015,7.6901007
Sierra Leone,SLE,2016,7.7852006
Sierra Leone,SLE,2017,7.8125005
Sierra Leone,SLE,2018,7.8074
Sierra Leone,SLE,2019,7.7850003
Sierra Leone,SLE,2020,7.7757006
Sierra Leone,SLE,2021,7.7812004
Sierra Leone,SLE,2022,7.7834
Sierra Leone,SLE,2023,7.789201
Sierra Leone,SLE,2024,7.7904005
Small Island Developing States (FAO),,1961,7.8091006
Small Island Developing States (FAO),,1962,8.2998
Small Island Developing States (FAO),,1963,8.5621
Small Island Developing States (FAO),,1964,7.8233004
Small Island Developing States (FAO),,1965,7.8305006
Small Island Developing States (FAO),,1966,7.8305006
Small Island Developing States (FAO),,1967,8.5719
Small Island Developing States (FAO),,1968,7.6517005
Small Island Developing States (FAO),,1969,8.1429
Small Island Developing States (FAO),,1970,7.5295005
Small Island Developing States (FAO),,1971,8.5448
Small Island Developing States (FAO),,1972,8.8708
Small Island Developing States (FAO),,1973,8.776701
Small Island Developing States (FAO),,1974,9.3646
Small Island Developing States (FAO),,1975,10.3286
Small Island Developing States (FAO),,1976,11.572401
Small Island Developing States (FAO),,1977,11.236901
Small Island Developing States (FAO),,1978,12.416
Small Island Developing States (FAO),,1979,12.307701
Small Island Developing States (FAO),,1980,12.033501
Small Island Developing States (FAO),,1981,12.020401
Small Island Developing States (FAO),,1982,12.621901
Small Island Developing States (FAO),,1983,13.709101
Small Island Developing States (FAO),,1984,12.044901
Small Island Developing States (FAO),,1985,13.2293005
Small Island Developing States (FAO),,1986,12.0535
Small Island Developing States (FAO),,1987,11.1896
Small Island Developing States (FAO),,1988,11.949501
Small Island Developing States (FAO),,1989,12.501101
Small Island Developing States (FAO),,1990,12.926701
Small Island Developing States (FAO),,1991,14.353701
Small Island Developing States (FAO),,1992,15.388301
Small Island Developing States (FAO),,1993,15.626201
Small Island Developing States (FAO),,1994,14.849701
Small Island Developing States (FAO),,1995,14.6127
Small Island Developing States (FAO),,1996,14.936701
Small Island Developing States (FAO),,1997,14.014901
Small Island Developing States (FAO),,1998,15.362801
Small Island Developing States (FAO),,1999,15.2403
Small Island Developing States (FAO),,2000,15.928101
Small Island Developing States (FAO),,2001,15.217501
Small Island Developing States (FAO),,2002,14.3303
Small Island Developing States (FAO),,2003,14.027801
Small Island Developing States (FAO),,2004,14.202701
Small Island Developing States (FAO),,2005,14.2571
Small Island Developing States (FAO),,2006,14.2326
Small Island Developing States (FAO),,2007,14.173201
Small Island Developing States (FAO),,2008,14.1366005
Small Island Developing States (FAO),,2009,14.094801
Small Island Developing States (FAO),,2010,13.440801
Small Island Developing States (FAO),,2011,13.601801
Small Island Developing States (FAO),,2012,13.819501
Small Island Developing States (FAO),,2013,13.734501
Small Island Developing States (FAO),,2014,13.5921
Small Island Developing States (FAO),,2015,13.5358
Small Island Developing States (FAO),,2016,13.132501
Small Island Developing States (FAO),,2017,13.000701
Small Island Developing States (FAO),,2018,12.8276005
Small Island Developing States (FAO),,2019,12.3821
Small Island Developing States (FAO),,2020,12.374001
Small Island Developing States (FAO),,2021,12.456301
Small Island Developing States (FAO),,2022,12.3816
Small Island Developing States (FAO),,2023,12.1892
Small Island Developing States (FAO),,2024,12.0513
Solomon Islands,SLB,1961,18.1818
Solomon Islands,SLB,1962,18.1818
Solomon Islands,SLB,1963,18.1818
Solomon Islands,SLB,1964,18.1818
Solomon Islands,SLB,1965,18.1818
Solomon Islands,SLB,1966,18.1818
Solomon Islands,SLB,1967,18.1818
Solomon Islands,SLB,1968,18.1818
Solomon Islands,SLB,1969,18.1818
Solomon Islands,SLB,1970,18.1818
Solomon Islands,SLB,1971,17.8571
